org_node_id,parent_org_node_id,node_type,node_name,ref_id,path
ORG_SEC_central_services_service_operation_mvc_SITE_ck_bmb,ORG_SEC_central_services_service_operation_mvc,site,CK BMB,SITE_ck_bmb,HERO > Central Services > Service Operation MVC > CK BMB
ORG_SEC_central_services_service_operation_mvc_SITE_ck_bmb_WORK_service_operation___ck_bib,ORG_SEC_central_services_service_operation_mvc_SITE_ck_bmb,work_location,Service Operation - CK BIB,WORK_service_operation___ck_bib,HERO > Central Services > Service Operation MVC > CK BMB > Service Operation - CK BIB
ORG_SEC_central_services_service_operation_mvc_SITE_ck_bmb_WORK_service_operation___ck_bmb,ORG_SEC_central_services_service_operation_mvc_SITE_ck_bmb,work_location,Service Operation - CK BMB,WORK_service_operation___ck_bmb,HERO > Central Services > Service Operation MVC > CK BMB > Service Operation - CK BMB
ORG_SEC_central_services_service_operation_mvc_SITE_ck_kim,ORG_SEC_central_services_service_operation_mvc,site,CK KIM,SITE_ck_kim,HERO > Central Services > Service Operation MVC > CK KIM
ORG_SEC_central_services_service_operation_mvc_SITE_ck_kim_WORK_service_operation___ck_kim_jambi,ORG_SEC_central_services_service_operation_mvc_SITE_ck_kim,work_location,Service Operation - CK KIM Jambi,WORK_service_operation___ck_kim_jambi,HERO > Central Services > Service Operation MVC > CK KIM > Service Operation - CK KIM Jambi
ORG_SEC_central_services_service_operation_mvc_SITE_ck_mhu,ORG_SEC_central_services_service_operation_mvc,site,CK MHU,SITE_ck_mhu,HERO > Central Services > Service Operation MVC > CK MHU
ORG_SEC_central_services_service_operation_mvc_SITE_ck_mhu_WORK_service_operation___amm_mifa_holing,ORG_SEC_central_services_service_operation_mvc_SITE_ck_mhu,work_location,Service Operation - AMM Mifa Holing,WORK_service_operation___amm_mifa_holing,HERO > Central Services > Service Operation MVC > CK MHU > Service Operation - AMM Mifa Holing
ORG_SEC_central_services_service_operation_mvc_SITE_ck_mhu_WORK_service_operation___ck_mhu,ORG_SEC_central_services_service_operation_mvc_SITE_ck_mhu,work_location,Service Operation - CK MHU,WORK_service_operation___ck_mhu,HERO > Central Services > Service Operation MVC > CK MHU > Service Operation - CK MHU
ORG_SEC_central_services_service_operation_mvc_SITE_ck_mifa,ORG_SEC_central_services_service_operation_mvc,site,CK MIFA,SITE_ck_mifa,HERO > Central Services > Service Operation MVC > CK MIFA
ORG_SEC_central_services_service_operation_mvc_SITE_ck_mifa_WORK_service_operation___ck_dmp_lahat,ORG_SEC_central_services_service_operation_mvc_SITE_ck_mifa,work_location,Service Operation - CK DMP Lahat,WORK_service_operation___ck_dmp_lahat,HERO > Central Services > Service Operation MVC > CK MIFA > Service Operation - CK DMP Lahat
ORG_SEC_central_services_service_operation_mvc_SITE_ck_ncn,ORG_SEC_central_services_service_operation_mvc,site,CK NCN,SITE_ck_ncn,HERO > Central Services > Service Operation MVC > CK NCN
ORG_SEC_central_services_service_operation_mvc_SITE_ck_ncn_WORK_service_operation___ck_bmb,ORG_SEC_central_services_service_operation_mvc_SITE_ck_ncn,work_location,Service Operation - CK BMB,WORK_service_operation___ck_bmb,HERO > Central Services > Service Operation MVC > CK NCN > Service Operation - CK BMB
ORG_SEC_central_services_service_operation_mvc_SITE_ck_ncn_WORK_service_operation___ck_dmp_lahat,ORG_SEC_central_services_service_operation_mvc_SITE_ck_ncn,work_location,Service Operation - CK DMP Lahat,WORK_service_operation___ck_dmp_lahat,HERO > Central Services > Service Operation MVC > CK NCN > Service Operation - CK DMP Lahat
ORG_SEC_central_services_service_operation_mvc_SITE_jakarta,ORG_SEC_central_services_service_operation_mvc,site,Jakarta,SITE_jakarta,HERO > Central Services > Service Operation MVC > Jakarta
ORG_SEC_central_services_service_operation_mvc_SITE_jakarta_WORK_service_operation___jakarta,ORG_SEC_central_services_service_operation_mvc_SITE_jakarta,work_location,Service Operation - Jakarta,WORK_service_operation___jakarta,HERO > Central Services > Service Operation MVC > Jakarta > Service Operation - Jakarta
ORG_SEC_central_services_service_operation_mvc_SITE_tu_batu_hijau,ORG_SEC_central_services_service_operation_mvc,site,TU Batu Hijau,SITE_tu_batu_hijau,HERO > Central Services > Service Operation MVC > TU Batu Hijau
ORG_SEC_central_services_service_operation_mvc_SITE_tu_batu_hijau_WORK_service_operation___batu_hijau_sumbawa,ORG_SEC_central_services_service_operation_mvc_SITE_tu_batu_hijau,work_location,Service Operation - Batu Hijau Sumbawa,WORK_service_operation___batu_hijau_sumbawa,HERO > Central Services > Service Operation MVC > TU Batu Hijau > Service Operation - Batu Hijau Sumbawa
ORG_SEC_central_services_service_operation_mvc_SITE_tu_gresik,ORG_SEC_central_services_service_operation_mvc,site,TU Gresik,SITE_tu_gresik,HERO > Central Services > Service Operation MVC > TU Gresik
ORG_SEC_central_services_service_operation_mvc_SITE_tu_gresik_WORK_service_operation___ck_bmb,ORG_SEC_central_services_service_operation_mvc_SITE_tu_gresik,work_location,Service Operation - CK BMB,WORK_service_operation___ck_bmb,HERO > Central Services > Service Operation MVC > TU Gresik > Service Operation - CK BMB
ORG_SEC_central_services_service_operation_mvc_SITE_tu_gresik_WORK_service_operation___gresik,ORG_SEC_central_services_service_operation_mvc_SITE_tu_gresik,work_location,Service Operation - Gresik,WORK_service_operation___gresik,HERO > Central Services > Service Operation MVC > TU Gresik > Service Operation - Gresik
ORG_SEC_central_services_service_operation_others,ORG_DEPT_central_services,section,Service Operation Others,SEC_central_services_service_operation_others,HERO > Central Services > Service Operation Others
ORG_SEC_central_services_service_operation_others_SITE_amm_mifa_holing,ORG_SEC_central_services_service_operation_others,site,AMM Mifa Holing,SITE_amm_mifa_holing,HERO > Central Services > Service Operation Others > AMM Mifa Holing
ORG_SEC_central_services_service_operation_others_SITE_amm_mifa_holing_WORK_service_operation___amm_mifa_holing,ORG_SEC_central_services_service_operation_others_SITE_amm_mifa_holing,work_location,Service Operation - AMM Mifa Holing,WORK_service_operation___amm_mifa_holing,HERO > Central Services > Service Operation Others > AMM Mifa Holing > Service Operation - AMM Mifa Holing
ORG_SEC_central_services_service_operation_others_SITE_amm_tabang,ORG_SEC_central_services_service_operation_others,site,AMM Tabang,SITE_amm_tabang,HERO > Central Services > Service Operation Others > AMM Tabang
ORG_SEC_central_services_service_operation_others_SITE_amm_tabang_WORK_service_operation___amm_tabang,ORG_SEC_central_services_service_operation_others_SITE_amm_tabang,work_location,Service Operation - AMM Tabang,WORK_service_operation___amm_tabang,HERO > Central Services > Service Operation Others > AMM Tabang > Service Operation - AMM Tabang
ORG_SEC_central_services_service_operation_others_SITE_amm_tabang_WORK_service_operation___ck_bib,ORG_SEC_central_services_service_operation_others_SITE_amm_tabang,work_location,Service Operation - CK BIB,WORK_service_operation___ck_bib,HERO > Central Services > Service Operation Others > AMM Tabang > Service Operation - CK BIB
ORG_SEC_central_services_service_operation_others_SITE_amm_tabang_WORK_service_operation___ck_bmb,ORG_SEC_central_services_service_operation_others_SITE_amm_tabang,work_location,Service Operation - CK BMB,WORK_service_operation___ck_bmb,HERO > Central Services > Service Operation Others > AMM Tabang > Service Operation - CK BMB
ORG_SEC_central_services_service_operation_others_SITE_balikpapan,ORG_SEC_central_services_service_operation_others,site,Balikpapan,SITE_balikpapan,HERO > Central Services > Service Operation Others > Balikpapan
ORG_SEC_central_services_service_operation_others_SITE_balikpapan_WORK_service_operation___balikpapan,ORG_SEC_central_services_service_operation_others_SITE_balikpapan,work_location,Service Operation - Balikpapan,WORK_service_operation___balikpapan,HERO > Central Services > Service Operation Others > Balikpapan > Service Operation - Balikpapan
ORG_SEC_central_services_service_operation_others_SITE_jakarta,ORG_SEC_central_services_service_operation_others,site,Jakarta,SITE_jakarta,HERO > Central Services > Service Operation Others > Jakarta
ORG_SEC_central_services_service_operation_others_SITE_jakarta_WORK_service_operation___jakarta,ORG_SEC_central_services_service_operation_others_SITE_jakarta,work_location,Service Operation - Jakarta,WORK_service_operation___jakarta,HERO > Central Services > Service Operation Others > Jakarta > Service Operation - Jakarta
ORG_SEC_central_services_service_operation_others_SITE_ppa_bib,ORG_SEC_central_services_service_operation_others,site,PPA BIB,SITE_ppa_bib,HERO > Central Services > Service Operation Others > PPA BIB
ORG_SEC_central_services_service_operation_others_SITE_ppa_bib_WORK_service_operation___ck_bmb,ORG_SEC_central_services_service_operation_others_SITE_ppa_bib,work_location,Service Operation - CK BMB,WORK_service_operation___ck_bmb,HERO > Central Services > Service Operation Others > PPA BIB > Service Operation - CK BMB
ORG_SEC_central_services_service_operation_others_SITE_ppa_bib_WORK_service_operation___ppa_bib,ORG_SEC_central_services_service_operation_others_SITE_ppa_bib,work_location,Service Operation - PPA BIB,WORK_service_operation___ppa_bib,HERO > Central Services > Service Operation Others > PPA BIB > Service Operation - PPA BIB
ORG_SEC_central_services_service_operation_others_SITE_petrosea_freeport,ORG_SEC_central_services_service_operation_others,site,Petrosea Freeport,SITE_petrosea_freeport,HERO > Central Services > Service Operation Others > Petrosea Freeport
ORG_SEC_central_services_service_operation_others_SITE_petrosea_freeport_WORK_service_operation___petrosea_freeport,ORG_SEC_central_services_service_operation_others_SITE_petrosea_freeport,work_location,Service Operation - Petrosea Freeport,WORK_service_operation___petrosea_freeport,HERO > Central Services > Service Operation Others > Petrosea Freeport > Service Operation - Petrosea Freeport
ORG_SEC_central_services_service_operation_others_SITE_sis_adaro,ORG_SEC_central_services_service_operation_others,site,SIS Adaro,SITE_sis_adaro,HERO > Central Services > Service Operation Others > SIS Adaro
ORG_SEC_central_services_service_operation_others_SITE_sis_adaro_WORK_service_operation___balikpapan,ORG_SEC_central_services_service_operation_others_SITE_sis_adaro,work_location,Service Operation - Balikpapan,WORK_service_operation___balikpapan,HERO > Central Services > Service Operation Others > SIS Adaro > Service Operation - Balikpapan
ORG_SEC_central_services_service_operation_others_SITE_sis_adaro_WORK_service_operation___ck_mhu,ORG_SEC_central_services_service_operation_others_SITE_sis_adaro,work_location,Service Operation - CK MHU,WORK_service_operation___ck_mhu,HERO > Central Services > Service Operation Others > SIS Adaro > Service Operation - CK MHU
ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako,ORG_SEC_central_services_service_operation_others,site,Vale - Sorowako,SITE_vale___sorowako,HERO > Central Services > Service Operation Others > Vale - Sorowako
ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako_WORK_repair___retread___vale_sorowako,ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako,work_location,Repair & Retread - Vale Sorowako,WORK_repair___retread___vale_sorowako,HERO > Central Services > Service Operation Others > Vale - Sorowako > Repair & Retread - Vale Sorowako
ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako_WORK_service_operation___balikpapan,ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako,work_location,Service Operation - Balikpapan,WORK_service_operation___balikpapan,HERO > Central Services > Service Operation Others > Vale - Sorowako > Service Operation - Balikpapan
ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako_WORK_service_operation___ppa_bib,ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako,work_location,Service Operation - PPA BIB,WORK_service_operation___ppa_bib,HERO > Central Services > Service Operation Others > Vale - Sorowako > Service Operation - PPA BIB
ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako_WORK_service_operation___vale_sorowako,ORG_SEC_central_services_service_operation_others_SITE_vale___sorowako,work_location,Service Operation - Vale Sorowako,WORK_service_operation___vale_sorowako,HERO > Central Services > Service Operation Others > Vale - Sorowako > Service Operation - Vale Sorowako
ORG_SEC_central_services_technical_operation,ORG_DEPT_central_services,section,Technical Operation,SEC_central_services_technical_operation,HERO > Central Services > Technical Operation
ORG_SEC_central_services_technical_operation_SITE_amm_mifa_holing,ORG_SEC_central_services_technical_operation,site,AMM Mifa Holing,SITE_amm_mifa_holing,HERO > Central Services > Technical Operation > AMM Mifa Holing
ORG_SEC_central_services_technical_operation_SITE_amm_mifa_holing_WORK_technical___amm_mifa_holing,ORG_SEC_central_services_technical_operation_SITE_amm_mifa_holing,work_location,Technical - AMM Mifa Holing,WORK_technical___amm_mifa_holing,HERO > Central Services > Technical Operation > AMM Mifa Holing > Technical - AMM Mifa Holing
ORG_SEC_central_services_technical_operation_SITE_amm_tabang,ORG_SEC_central_services_technical_operation,site,AMM Tabang,SITE_amm_tabang,HERO > Central Services > Technical Operation > AMM Tabang
ORG_SEC_central_services_technical_operation_SITE_amm_tabang_WORK_technical___amm_tabang,ORG_SEC_central_services_technical_operation_SITE_amm_tabang,work_location,Technical - AMM Tabang,WORK_technical___amm_tabang,HERO > Central Services > Technical Operation > AMM Tabang > Technical - AMM Tabang
ORG_SEC_central_services_technical_operation_SITE_balikpapan,ORG_SEC_central_services_technical_operation,site,Balikpapan,SITE_balikpapan,HERO > Central Services > Technical Operation > Balikpapan
ORG_SEC_central_services_technical_operation_SITE_balikpapan_WORK_technical___balikpapan,ORG_SEC_central_services_technical_operation_SITE_balikpapan,work_location,Technical - Balikpapan,WORK_technical___balikpapan,HERO > Central Services > Technical Operation > Balikpapan > Technical - Balikpapan
ORG_SEC_central_services_technical_operation_SITE_balikpapan_WORK_technical___ck_kim_jambi,ORG_SEC_central_services_technical_operation_SITE_balikpapan,work_location,Technical - CK KIM Jambi,WORK_technical___ck_kim_jambi,HERO > Central Services > Technical Operation > Balikpapan > Technical - CK KIM Jambi
ORG_SEC_central_services_technical_operation_SITE_cde_bengkulu,ORG_SEC_central_services_technical_operation,site,CDE Bengkulu,SITE_cde_bengkulu,HERO > Central Services > Technical Operation > CDE Bengkulu
ORG_SEC_central_services_technical_operation_SITE_cde_bengkulu_WORK_technical___palembang,ORG_SEC_central_services_technical_operation_SITE_cde_bengkulu,work_location,Technical - Palembang,WORK_technical___palembang,HERO > Central Services > Technical Operation > CDE Bengkulu > Technical - Palembang
ORG_SEC_central_services_technical_operation_SITE_ck_bib,ORG_SEC_central_services_technical_operation,site,CK BIB,SITE_ck_bib,HERO > Central Services > Technical Operation > CK BIB
ORG_SEC_central_services_technical_operation_SITE_ck_bib_WORK_technical___ck_bib,ORG_SEC_central_services_technical_operation_SITE_ck_bib,work_location,Technical - CK BIB,WORK_technical___ck_bib,HERO > Central Services > Technical Operation > CK BIB > Technical - CK BIB
ORG_SEC_central_services_technical_operation_SITE_ck_dmp,ORG_SEC_central_services_technical_operation,site,CK DMP,SITE_ck_dmp,HERO > Central Services > Technical Operation > CK DMP
ORG_SEC_central_services_technical_operation_SITE_ck_dmp_WORK_technical___ck_dmp_lahat,ORG_SEC_central_services_technical_operation_SITE_ck_dmp,work_location,Technical - CK DMP Lahat,WORK_technical___ck_dmp_lahat,HERO > Central Services > Technical Operation > CK DMP > Technical - CK DMP Lahat
ORG_SEC_central_services_technical_operation_SITE_ck_kim,ORG_SEC_central_services_technical_operation,site,CK KIM,SITE_ck_kim,HERO > Central Services > Technical Operation > CK KIM
ORG_SEC_central_services_technical_operation_SITE_ck_kim_WORK_technical___ck_kim_jambi,ORG_SEC_central_services_technical_operation_SITE_ck_kim,work_location,Technical - CK KIM Jambi,WORK_technical___ck_kim_jambi,HERO > Central Services > Technical Operation > CK KIM > Technical - CK KIM Jambi
ORG_SEC_central_services_technical_operation_SITE_ck_mhu,ORG_SEC_central_services_technical_operation,site,CK MHU,SITE_ck_mhu,HERO > Central Services > Technical Operation > CK MHU
ORG_SEC_central_services_technical_operation_SITE_ck_mhu_WORK_technical___ck_mhu,ORG_SEC_central_services_technical_operation_SITE_ck_mhu,work_location,Technical - CK MHU,WORK_technical___ck_mhu,HERO > Central Services > Technical Operation > CK MHU > Technical - CK MHU
ORG_SEC_central_services_technical_operation_SITE_ppa_bib,ORG_SEC_central_services_technical_operation,site,PPA BIB,SITE_ppa_bib,HERO > Central Services > Technical Operation > PPA BIB
ORG_SEC_central_services_technical_operation_SITE_ppa_bib_WORK_technical___ppa_bib,ORG_SEC_central_services_technical_operation_SITE_ppa_bib,work_location,Technical - PPA BIB,WORK_technical___ppa_bib,HERO > Central Services > Technical Operation > PPA BIB > Technical - PPA BIB
ORG_SEC_central_services_technical_operation_SITE_pt_smj___berau,ORG_SEC_central_services_technical_operation,site,PT SMJ - Berau,SITE_pt_smj___berau,HERO > Central Services > Technical Operation > PT SMJ - Berau
ORG_SEC_central_services_technical_operation_SITE_pt_smj___berau_WORK_technical___ck_bib,ORG_SEC_central_services_technical_operation_SITE_pt_smj___berau,work_location,Technical - CK BIB,WORK_technical___ck_bib,HERO > Central Services > Technical Operation > PT SMJ - Berau > Technical - CK BIB
ORG_SEC_central_services_technical_operation_SITE_petrosea_freeport,ORG_SEC_central_services_technical_operation,site,Petrosea Freeport,SITE_petrosea_freeport,HERO > Central Services > Technical Operation > Petrosea Freeport
ORG_SEC_central_services_technical_operation_SITE_petrosea_freeport_WORK_technical___petrosea_freeport,ORG_SEC_central_services_technical_operation_SITE_petrosea_freeport,work_location,Technical - Petrosea Freeport,WORK_technical___petrosea_freeport,HERO > Central Services > Technical Operation > Petrosea Freeport > Technical - Petrosea Freeport
ORG_SEC_central_services_technical_operation_SITE_sangatta,ORG_SEC_central_services_technical_operation,site,Sangatta,SITE_sangatta,HERO > Central Services > Technical Operation > Sangatta
ORG_SEC_central_services_technical_operation_SITE_sangatta_WORK_technical___sangatta,ORG_SEC_central_services_technical_operation_SITE_sangatta,work_location,Technical - Sangatta,WORK_technical___sangatta,HERO > Central Services > Technical Operation > Sangatta > Technical - Sangatta
ORG_SEC_central_services_technical_operation_SITE_tj__adaro,ORG_SEC_central_services_technical_operation,site,Tj. Adaro,SITE_tj__adaro,HERO > Central Services > Technical Operation > Tj. Adaro
ORG_SEC_central_services_technical_operation_SITE_tj__adaro_WORK_technical___tanjung_tabalong,ORG_SEC_central_services_technical_operation_SITE_tj__adaro,work_location,Technical - Tanjung Tabalong,WORK_technical___tanjung_tabalong,HERO > Central Services > Technical Operation > Tj. Adaro > Technical - Tanjung Tabalong
ORG_SEC_central_services_technical_operation_SITE_vale___sorowako,ORG_SEC_central_services_technical_operation,site,Vale - Sorowako,SITE_vale___sorowako,HERO > Central Services > Technical Operation > Vale - Sorowako
ORG_SEC_central_services_technical_operation_SITE_vale___sorowako_WORK_technical___vale_sorowako,ORG_SEC_central_services_technical_operation_SITE_vale___sorowako,work_location,Technical - Vale Sorowako,WORK_technical___vale_sorowako,HERO > Central Services > Technical Operation > Vale - Sorowako > Technical - Vale Sorowako
ORG_SEC_central_services_training_center,ORG_DEPT_central_services,section,Training Center,SEC_central_services_training_center,HERO > Central Services > Training Center
ORG_SEC_central_services_training_center_SITE_balikpapan,ORG_SEC_central_services_training_center,site,Balikpapan,SITE_balikpapan,HERO > Central Services > Training Center > Balikpapan
ORG_SEC_central_services_training_center_SITE_balikpapan_WORK_service_operation___pt_get_sebakis,ORG_SEC_central_services_training_center_SITE_balikpapan,work_location,Service Operation - PT GET Sebakis,WORK_service_operation___pt_get_sebakis,HERO > Central Services > Training Center > Balikpapan > Service Operation - PT GET Sebakis
ORG_SEC_finance___accounting_finance___accounting,ORG_DEPT_finance___accounting,section,Finance & Accounting,SEC_finance___accounting_finance___accounting,HERO > Finance & Accounting > Finance & Accounting
ORG_SEC_finance___accounting_finance___accounting_SITE_balikpapan,ORG_SEC_finance___accounting_finance___accounting,site,Balikpapan,SITE_balikpapan,HERO > Finance & Accounting > Finance & Accounting > Balikpapan
ORG_SEC_finance___accounting_finance___accounting_SITE_balikpapan_WORK_balikpapan,ORG_SEC_finance___accounting_finance___accounting_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Finance & Accounting > Finance & Accounting > Balikpapan > Balikpapan
ORG_SEC_finance___accounting_finance___accounting_SITE_jakarta,ORG_SEC_finance___accounting_finance___accounting,site,Jakarta,SITE_jakarta,HERO > Finance & Accounting > Finance & Accounting > Jakarta
ORG_SEC_finance___accounting_finance___accounting_SITE_jakarta_WORK_jakarta,ORG_SEC_finance___accounting_finance___accounting_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Finance & Accounting > Finance & Accounting > Jakarta > Jakarta
ORG_SEC_finance___accounting_finance_support___external_relation,ORG_DEPT_finance___accounting,section,Finance Support & External Relation,SEC_finance___accounting_finance_support___external_relation,HERO > Finance & Accounting > Finance Support & External Relation
ORG_SEC_finance___accounting_finance_support___external_relation_SITE_jakarta,ORG_SEC_finance___accounting_finance_support___external_relation,site,Jakarta,SITE_jakarta,HERO > Finance & Accounting > Finance Support & External Relation > Jakarta
ORG_SEC_finance___accounting_finance_support___external_relation_SITE_jakarta_WORK_jakarta,ORG_SEC_finance___accounting_finance_support___external_relation_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Finance & Accounting > Finance Support & External Relation > Jakarta > Jakarta
ORG_SEC_human_capital_hr_ga,ORG_DEPT_human_capital,section,HR-GA,SEC_human_capital_hr_ga,HERO > Human Capital > HR-GA
ORG_SEC_human_capital_hr_ga_SITE_balikpapan,ORG_SEC_human_capital_hr_ga,site,Balikpapan,SITE_balikpapan,HERO > Human Capital > HR-GA > Balikpapan
ORG_SEC_human_capital_hr_ga_SITE_balikpapan_WORK_balikpapan,ORG_SEC_human_capital_hr_ga_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Human Capital > HR-GA > Balikpapan > Balikpapan
ORG_SEC_human_capital_hr_ga_SITE_jakarta,ORG_SEC_human_capital_hr_ga,site,Jakarta,SITE_jakarta,HERO > Human Capital > HR-GA > Jakarta
ORG_SEC_human_capital_hr_ga_SITE_jakarta_WORK_jakarta,ORG_SEC_human_capital_hr_ga_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Human Capital > HR-GA > Jakarta > Jakarta
ORG_SEC_human_capital_hse,ORG_DEPT_human_capital,section,HSE,SEC_human_capital_hse,HERO > Human Capital > HSE
ORG_SEC_human_capital_hse_SITE_balikpapan,ORG_SEC_human_capital_hse,site,Balikpapan,SITE_balikpapan,HERO > Human Capital > HSE > Balikpapan
ORG_SEC_human_capital_hse_SITE_balikpapan_WORK_balikpapan,ORG_SEC_human_capital_hse_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Human Capital > HSE > Balikpapan > Balikpapan
ORG_SEC_human_capital_hse_SITE_ck_bib,ORG_SEC_human_capital_hse,site,CK BIB,SITE_ck_bib,HERO > Human Capital > HSE > CK BIB
ORG_SEC_human_capital_hse_SITE_ck_bib_WORK_hse___ck_bib,ORG_SEC_human_capital_hse_SITE_ck_bib,work_location,HSE - CK BIB,WORK_hse___ck_bib,HERO > Human Capital > HSE > CK BIB > HSE - CK BIB
ORG_SEC_human_capital_hse_SITE_ck_bmb,ORG_SEC_human_capital_hse,site,CK BMB,SITE_ck_bmb,HERO > Human Capital > HSE > CK BMB
ORG_SEC_human_capital_hse_SITE_ck_bmb_WORK_hse___ck_bmb,ORG_SEC_human_capital_hse_SITE_ck_bmb,work_location,HSE - CK BMB,WORK_hse___ck_bmb,HERO > Human Capital > HSE > CK BMB > HSE - CK BMB
ORG_SEC_human_capital_hse_SITE_ck_kim,ORG_SEC_human_capital_hse,site,CK KIM,SITE_ck_kim,HERO > Human Capital > HSE > CK KIM
ORG_SEC_human_capital_hse_SITE_ck_kim_WORK_hse___ck_kim,ORG_SEC_human_capital_hse_SITE_ck_kim,work_location,HSE - CK KIM,WORK_hse___ck_kim,HERO > Human Capital > HSE > CK KIM > HSE - CK KIM
ORG_SEC_human_capital_hse_SITE_ck_mhu,ORG_SEC_human_capital_hse,site,CK MHU,SITE_ck_mhu,HERO > Human Capital > HSE > CK MHU
ORG_SEC_human_capital_hse_SITE_ck_mhu_WORK_hse___ck_mhu,ORG_SEC_human_capital_hse_SITE_ck_mhu,work_location,HSE - CK MHU,WORK_hse___ck_mhu,HERO > Human Capital > HSE > CK MHU > HSE - CK MHU
ORG_SEC_human_capital_hse_SITE_sangatta,ORG_SEC_human_capital_hse,site,Sangatta,SITE_sangatta,HERO > Human Capital > HSE > Sangatta
ORG_SEC_human_capital_hse_SITE_sangatta_WORK_hse___sangatta,ORG_SEC_human_capital_hse_SITE_sangatta,work_location,HSE - Sangatta,WORK_hse___sangatta,HERO > Human Capital > HSE > Sangatta > HSE - Sangatta
ORG_SEC_human_capital_hse_SITE_vale___sorowako,ORG_SEC_human_capital_hse,site,Vale - Sorowako,SITE_vale___sorowako,HERO > Human Capital > HSE > Vale - Sorowako
ORG_SEC_human_capital_hse_SITE_vale___sorowako_WORK_hse___ck_kim,ORG_SEC_human_capital_hse_SITE_vale___sorowako,work_location,HSE - CK KIM,WORK_hse___ck_kim,HERO > Human Capital > HSE > Vale - Sorowako > HSE - CK KIM
ORG_SEC_human_capital_human_capital,ORG_DEPT_human_capital,section,Human Capital,SEC_human_capital_human_capital,HERO > Human Capital > Human Capital
ORG_SEC_human_capital_human_capital_SITE_jakarta,ORG_SEC_human_capital_human_capital,site,Jakarta,SITE_jakarta,HERO > Human Capital > Human Capital > Jakarta
ORG_SEC_human_capital_human_capital_SITE_jakarta_WORK_jakarta,ORG_SEC_human_capital_human_capital_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Human Capital > Human Capital > Jakarta > Jakarta
ORG_SEC_human_capital_sales_kalimantan,ORG_DEPT_human_capital,section,Sales Kalimantan,SEC_human_capital_sales_kalimantan,HERO > Human Capital > Sales Kalimantan
ORG_SEC_human_capital_sales_kalimantan_SITE_balikpapan,ORG_SEC_human_capital_sales_kalimantan,site,Balikpapan,SITE_balikpapan,HERO > Human Capital > Sales Kalimantan > Balikpapan
ORG_SEC_human_capital_sales_kalimantan_SITE_balikpapan_WORK_balikpapan,ORG_SEC_human_capital_sales_kalimantan_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Human Capital > Sales Kalimantan > Balikpapan > Balikpapan
ORG_SEC_human_capital_training_center,ORG_DEPT_human_capital,section,Training Center,SEC_human_capital_training_center,HERO > Human Capital > Training Center
ORG_SEC_human_capital_training_center_SITE_balikpapan,ORG_SEC_human_capital_training_center,site,Balikpapan,SITE_balikpapan,HERO > Human Capital > Training Center > Balikpapan
ORG_SEC_human_capital_training_center_SITE_balikpapan_WORK_balikpapan,ORG_SEC_human_capital_training_center_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Human Capital > Training Center > Balikpapan > Balikpapan
ORG_SEC_legal___erm_legal___erm__insurance,ORG_DEPT_legal___erm,section,Legal & ERM (Insurance),SEC_legal___erm_legal___erm__insurance,HERO > Legal & ERM > Legal & ERM (Insurance)
ORG_SEC_legal___erm_legal___erm__insurance_SITE_jakarta,ORG_SEC_legal___erm_legal___erm__insurance,site,Jakarta,SITE_jakarta,HERO > Legal & ERM > Legal & ERM (Insurance) > Jakarta
ORG_SEC_legal___erm_legal___erm__insurance_SITE_jakarta_WORK_jakarta,ORG_SEC_legal___erm_legal___erm__insurance_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Legal & ERM > Legal & ERM (Insurance) > Jakarta > Jakarta
ORG_SEC_management_management,ORG_DEPT_management,section,Management,SEC_management_management,HERO > Management > Management
ORG_SEC_management_management_SITE_jakarta,ORG_SEC_management_management,site,Jakarta,SITE_jakarta,HERO > Management > Management > Jakarta
ORG_SEC_management_management_SITE_jakarta_WORK_jakarta,ORG_SEC_management_management_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Management > Management > Jakarta > Jakarta
ORG_SEC_sales_operation_major_account,ORG_DEPT_sales_operation,section,Major Account,SEC_sales_operation_major_account,HERO > Sales Operation > Major Account
ORG_SEC_sales_operation_major_account_SITE_balikpapan,ORG_SEC_sales_operation_major_account,site,Balikpapan,SITE_balikpapan,HERO > Sales Operation > Major Account > Balikpapan
