org_node_id,parent_org_node_id,node_type,node_name,ref_id,path
ORG_SEC_sales_operation_major_account_SITE_balikpapan_WORK_balikpapan,ORG_SEC_sales_operation_major_account_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Sales Operation > Major Account > Balikpapan > Balikpapan
ORG_SEC_sales_operation_major_account_SITE_balikpapan_WORK_makassar,ORG_SEC_sales_operation_major_account_SITE_balikpapan,work_location,Makassar,WORK_makassar,HERO > Sales Operation > Major Account > Balikpapan > Makassar
ORG_SEC_sales_operation_major_account_SITE_jakarta,ORG_SEC_sales_operation_major_account,site,Jakarta,SITE_jakarta,HERO > Sales Operation > Major Account > Jakarta
ORG_SEC_sales_operation_major_account_SITE_jakarta_WORK_jakarta,ORG_SEC_sales_operation_major_account_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Sales Operation > Major Account > Jakarta > Jakarta
ORG_SEC_sales_operation_major_account_SITE_palembang,ORG_SEC_sales_operation_major_account,site,Palembang,SITE_palembang,HERO > Sales Operation > Major Account > Palembang
ORG_SEC_sales_operation_major_account_SITE_palembang_WORK_palembang,ORG_SEC_sales_operation_major_account_SITE_palembang,work_location,Palembang,WORK_palembang,HERO > Sales Operation > Major Account > Palembang > Palembang
ORG_SEC_sales_operation_major_account_SITE_pekanbaru,ORG_SEC_sales_operation_major_account,site,Pekanbaru,SITE_pekanbaru,HERO > Sales Operation > Major Account > Pekanbaru
ORG_SEC_sales_operation_major_account_SITE_pekanbaru_WORK_pekanbaru,ORG_SEC_sales_operation_major_account_SITE_pekanbaru,work_location,Pekanbaru,WORK_pekanbaru,HERO > Sales Operation > Major Account > Pekanbaru > Pekanbaru
ORG_SEC_sales_operation_major_account_SITE_sebamban,ORG_SEC_sales_operation_major_account,site,Sebamban,SITE_sebamban,HERO > Sales Operation > Major Account > Sebamban
ORG_SEC_sales_operation_major_account_SITE_sebamban_WORK_sebamban,ORG_SEC_sales_operation_major_account_SITE_sebamban,work_location,Sebamban,WORK_sebamban,HERO > Sales Operation > Major Account > Sebamban > Sebamban
ORG_SEC_sales_operation_national_sales,ORG_DEPT_sales_operation,section,National Sales,SEC_sales_operation_national_sales,HERO > Sales Operation > National Sales
ORG_SEC_sales_operation_national_sales_SITE_jakarta,ORG_SEC_sales_operation_national_sales,site,Jakarta,SITE_jakarta,HERO > Sales Operation > National Sales > Jakarta
ORG_SEC_sales_operation_national_sales_SITE_jakarta_WORK_jakarta,ORG_SEC_sales_operation_national_sales_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Sales Operation > National Sales > Jakarta > Jakarta
ORG_SEC_sales_operation_sales_east_indonesia,ORG_DEPT_sales_operation,section,Sales East Indonesia,SEC_sales_operation_sales_east_indonesia,HERO > Sales Operation > Sales East Indonesia
ORG_SEC_sales_operation_sales_east_indonesia_SITE_makassar,ORG_SEC_sales_operation_sales_east_indonesia,site,Makassar,SITE_makassar,HERO > Sales Operation > Sales East Indonesia > Makassar
ORG_SEC_sales_operation_sales_east_indonesia_SITE_makassar_WORK_kendari,ORG_SEC_sales_operation_sales_east_indonesia_SITE_makassar,work_location,Kendari,WORK_kendari,HERO > Sales Operation > Sales East Indonesia > Makassar > Kendari
ORG_SEC_sales_operation_sales_kalimantan,ORG_DEPT_sales_operation,section,Sales Kalimantan,SEC_sales_operation_sales_kalimantan,HERO > Sales Operation > Sales Kalimantan
ORG_SEC_sales_operation_sales_kalimantan_SITE_balikpapan,ORG_SEC_sales_operation_sales_kalimantan,site,Balikpapan,SITE_balikpapan,HERO > Sales Operation > Sales Kalimantan > Balikpapan
ORG_SEC_sales_operation_sales_kalimantan_SITE_balikpapan_WORK_balikpapan,ORG_SEC_sales_operation_sales_kalimantan_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Sales Operation > Sales Kalimantan > Balikpapan > Balikpapan
ORG_SEC_sales_operation_sales_kalimantan_SITE_sangatta,ORG_SEC_sales_operation_sales_kalimantan,site,Sangatta,SITE_sangatta,HERO > Sales Operation > Sales Kalimantan > Sangatta
ORG_SEC_sales_operation_sales_kalimantan_SITE_sangatta_WORK_sangatta,ORG_SEC_sales_operation_sales_kalimantan_SITE_sangatta,work_location,Sangatta,WORK_sangatta,HERO > Sales Operation > Sales Kalimantan > Sangatta > Sangatta
ORG_SEC_sales_operation_sales_kalimantan_SITE_tj__redeb___berau,ORG_SEC_sales_operation_sales_kalimantan,site,Tj. Redeb - Berau,SITE_tj__redeb___berau,HERO > Sales Operation > Sales Kalimantan > Tj. Redeb - Berau
ORG_SEC_sales_operation_sales_kalimantan_SITE_tj__redeb___berau_WORK_tj__redeb___berau,ORG_SEC_sales_operation_sales_kalimantan_SITE_tj__redeb___berau,work_location,Tj. Redeb - Berau,WORK_tj__redeb___berau,HERO > Sales Operation > Sales Kalimantan > Tj. Redeb - Berau > Tj. Redeb - Berau
ORG_SEC_sales_operation_technical_operation,ORG_DEPT_sales_operation,section,Technical Operation,SEC_sales_operation_technical_operation,HERO > Sales Operation > Technical Operation
ORG_SEC_sales_operation_technical_operation_SITE_palembang,ORG_SEC_sales_operation_technical_operation,site,Palembang,SITE_palembang,HERO > Sales Operation > Technical Operation > Palembang
ORG_SEC_sales_operation_technical_operation_SITE_palembang_WORK_palembang,ORG_SEC_sales_operation_technical_operation_SITE_palembang,work_location,Palembang,WORK_palembang,HERO > Sales Operation > Technical Operation > Palembang > Palembang
ORG_SEC_supply_chain_dept_biling,ORG_DEPT_supply_chain_dept,section,Biling,SEC_supply_chain_dept_biling,HERO > Supply Chain Dept > Biling
ORG_SEC_supply_chain_dept_biling_SITE_balikpapan,ORG_SEC_supply_chain_dept_biling,site,Balikpapan,SITE_balikpapan,HERO > Supply Chain Dept > Biling > Balikpapan
ORG_SEC_supply_chain_dept_biling_SITE_balikpapan_WORK_balikpapan,ORG_SEC_supply_chain_dept_biling_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Supply Chain Dept > Biling > Balikpapan > Balikpapan
ORG_SEC_supply_chain_dept_biling_SITE_jakarta,ORG_SEC_supply_chain_dept_biling,site,Jakarta,SITE_jakarta,HERO > Supply Chain Dept > Biling > Jakarta
ORG_SEC_supply_chain_dept_biling_SITE_jakarta_WORK_jakarta,ORG_SEC_supply_chain_dept_biling_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Supply Chain Dept > Biling > Jakarta > Jakarta
ORG_SEC_supply_chain_dept_billing,ORG_DEPT_supply_chain_dept,section,Billing,SEC_supply_chain_dept_billing,HERO > Supply Chain Dept > Billing
ORG_SEC_supply_chain_dept_billing_SITE_jakarta,ORG_SEC_supply_chain_dept_billing,site,Jakarta,SITE_jakarta,HERO > Supply Chain Dept > Billing > Jakarta
ORG_SEC_supply_chain_dept_billing_SITE_jakarta_WORK_jakarta,ORG_SEC_supply_chain_dept_billing_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Supply Chain Dept > Billing > Jakarta > Jakarta
ORG_SEC_supply_chain_dept_exim___compliance,ORG_DEPT_supply_chain_dept,section,Exim & Compliance,SEC_supply_chain_dept_exim___compliance,HERO > Supply Chain Dept > Exim & Compliance
ORG_SEC_supply_chain_dept_exim___compliance_SITE_jakarta,ORG_SEC_supply_chain_dept_exim___compliance,site,Jakarta,SITE_jakarta,HERO > Supply Chain Dept > Exim & Compliance > Jakarta
ORG_SEC_supply_chain_dept_exim___compliance_SITE_jakarta_WORK_jakarta,ORG_SEC_supply_chain_dept_exim___compliance_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Supply Chain Dept > Exim & Compliance > Jakarta > Jakarta
ORG_SEC_supply_chain_dept_export_import_compliance___principal_relation,ORG_DEPT_supply_chain_dept,section,Export Import Compliance & Principal Relation,SEC_supply_chain_dept_export_import_compliance___principal_relation,HERO > Supply Chain Dept > Export Import Compliance & Principal Relation
ORG_SEC_supply_chain_dept_export_import_compliance___principal_relation_SITE_jakarta,ORG_SEC_supply_chain_dept_export_import_compliance___principal_relation,site,Jakarta,SITE_jakarta,HERO > Supply Chain Dept > Export Import Compliance & Principal Relation > Jakarta
ORG_SEC_supply_chain_dept_export_import_compliance___principal_relation_SITE_jakarta_WORK_jakarta,ORG_SEC_supply_chain_dept_export_import_compliance___principal_relation_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Supply Chain Dept > Export Import Compliance & Principal Relation > Jakarta > Jakarta
ORG_SEC_supply_chain_dept_inventory,ORG_DEPT_supply_chain_dept,section,Inventory,SEC_supply_chain_dept_inventory,HERO > Supply Chain Dept > Inventory
ORG_SEC_supply_chain_dept_inventory_SITE_balikpapan,ORG_SEC_supply_chain_dept_inventory,site,Balikpapan,SITE_balikpapan,HERO > Supply Chain Dept > Inventory > Balikpapan
ORG_SEC_supply_chain_dept_inventory_SITE_balikpapan_WORK_balikpapan,ORG_SEC_supply_chain_dept_inventory_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Supply Chain Dept > Inventory > Balikpapan > Balikpapan
ORG_SEC_supply_chain_dept_logistic_management,ORG_DEPT_supply_chain_dept,section,Logistic Management,SEC_supply_chain_dept_logistic_management,HERO > Supply Chain Dept > Logistic Management
ORG_SEC_supply_chain_dept_logistic_management_SITE_balikpapan,ORG_SEC_supply_chain_dept_logistic_management,site,Balikpapan,SITE_balikpapan,HERO > Supply Chain Dept > Logistic Management > Balikpapan
ORG_SEC_supply_chain_dept_logistic_management_SITE_balikpapan_WORK_balikpapan,ORG_SEC_supply_chain_dept_logistic_management_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Supply Chain Dept > Logistic Management > Balikpapan > Balikpapan
ORG_SEC_supply_chain_dept_procurement,ORG_DEPT_supply_chain_dept,section,Procurement,SEC_supply_chain_dept_procurement,HERO > Supply Chain Dept > Procurement
ORG_SEC_supply_chain_dept_procurement_SITE_balikpapan,ORG_SEC_supply_chain_dept_procurement,site,Balikpapan,SITE_balikpapan,HERO > Supply Chain Dept > Procurement > Balikpapan
ORG_SEC_supply_chain_dept_procurement_SITE_balikpapan_WORK_balikpapan,ORG_SEC_supply_chain_dept_procurement_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Supply Chain Dept > Procurement > Balikpapan > Balikpapan
ORG_SEC_supply_chain_dept_supply_chain,ORG_DEPT_supply_chain_dept,section,Supply Chain,SEC_supply_chain_dept_supply_chain,HERO > Supply Chain Dept > Supply Chain
ORG_SEC_supply_chain_dept_supply_chain_SITE_jakarta,ORG_SEC_supply_chain_dept_supply_chain,site,Jakarta,SITE_jakarta,HERO > Supply Chain Dept > Supply Chain > Jakarta
ORG_SEC_supply_chain_dept_supply_chain_SITE_jakarta_WORK_jakarta,ORG_SEC_supply_chain_dept_supply_chain_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Supply Chain Dept > Supply Chain > Jakarta > Jakarta
ORG_SEC_supply_chain_dept_warehouse___distribution,ORG_DEPT_supply_chain_dept,section,Warehouse & Distribution,SEC_supply_chain_dept_warehouse___distribution,HERO > Supply Chain Dept > Warehouse & Distribution
ORG_SEC_supply_chain_dept_warehouse___distribution_SITE_balikpapan,ORG_SEC_supply_chain_dept_warehouse___distribution,site,Balikpapan,SITE_balikpapan,HERO > Supply Chain Dept > Warehouse & Distribution > Balikpapan
ORG_SEC_supply_chain_dept_warehouse___distribution_SITE_balikpapan_WORK_balikpapan,ORG_SEC_supply_chain_dept_warehouse___distribution_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Supply Chain Dept > Warehouse & Distribution > Balikpapan > Balikpapan
ORG_SEC_supply_chain_dept_warehouse___distribution_SITE_jakarta,ORG_SEC_supply_chain_dept_warehouse___distribution,site,Jakarta,SITE_jakarta,HERO > Supply Chain Dept > Warehouse & Distribution > Jakarta
ORG_SEC_supply_chain_dept_warehouse___distribution_SITE_jakarta_WORK_jakarta,ORG_SEC_supply_chain_dept_warehouse___distribution_SITE_jakarta,work_location,Jakarta,WORK_jakarta,HERO > Supply Chain Dept > Warehouse & Distribution > Jakarta > Jakarta
ORG_SEC_support_facilities_management_facility___maintenance,ORG_DEPT_support_facilities_management,section,Facility & Maintenance,SEC_support_facilities_management_facility___maintenance,HERO > Support Facilities Management > Facility & Maintenance
ORG_SEC_support_facilities_management_facility___maintenance_SITE_balikpapan,ORG_SEC_support_facilities_management_facility___maintenance,site,Balikpapan,SITE_balikpapan,HERO > Support Facilities Management > Facility & Maintenance > Balikpapan
ORG_SEC_support_facilities_management_facility___maintenance_SITE_balikpapan_WORK_balikpapan,ORG_SEC_support_facilities_management_facility___maintenance_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Support Facilities Management > Facility & Maintenance > Balikpapan > Balikpapan
ORG_SEC_support_facilities_management_facility___maintenance_SITE_sangatta,ORG_SEC_support_facilities_management_facility___maintenance,site,Sangatta,SITE_sangatta,HERO > Support Facilities Management > Facility & Maintenance > Sangatta
ORG_SEC_support_facilities_management_facility___maintenance_SITE_sangatta_WORK_sangatta,ORG_SEC_support_facilities_management_facility___maintenance_SITE_sangatta,work_location,Sangatta,WORK_sangatta,HERO > Support Facilities Management > Facility & Maintenance > Sangatta > Sangatta
ORG_SEC_support_facilities_management_support_facility_management,ORG_DEPT_support_facilities_management,section,Support Facility Management,SEC_support_facilities_management_support_facility_management,HERO > Support Facilities Management > Support Facility Management
ORG_SEC_support_facilities_management_support_facility_management_SITE_balikpapan,ORG_SEC_support_facilities_management_support_facility_management,site,Balikpapan,SITE_balikpapan,HERO > Support Facilities Management > Support Facility Management > Balikpapan
ORG_SEC_support_facilities_management_support_facility_management_SITE_balikpapan_WORK_balikpapan,ORG_SEC_support_facilities_management_support_facility_management_SITE_balikpapan,work_location,Balikpapan,WORK_balikpapan,HERO > Support Facilities Management > Support Facility Management > Balikpapan > Balikpapan
